wordpair_id,In-In,In-Out,Out-In,Out-Out,Acc,ClueFinal,row_id,PatchMethod
regret-rude,0,0,0,2,0,negative,670,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,1,0,0,squatting,671,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,1,1,0,gale,672,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,1,1,3,0,walker,673,TopNByAvgVectorGloveEmbeddings
army-drum,0,1,1,1,0,cymbals,674,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,5,0,venom,675,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,3,0,exchange,676,TopNByAvgVectorGloveEmbeddings
birth-hand,0,1,0,2,0,infant,677,TopNByAvgVectorGloveEmbeddings
bone-garage,0,0,1,2,0,skeleton,678,TopNByAvgVectorGloveEmbeddings
boot-crust,0,1,0,4,0,shoe,679,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,1,2,4,0,soup,680,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,1,1,1,aquarium,681,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,1,1,1,wax,682,TopNByAvgVectorGloveEmbeddings
cave-knight,0,0,0,7,0,Excalibur,683,TopNByAvgVectorGloveEmbeddings
chair-table,0,1,1,3,1,furniture,684,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,1,1,1,0,religion,685,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,3,0,compass,686,TopNByAvgVectorGloveEmbeddings
elm-rock,0,1,2,2,0,tree,687,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,0,0,4,0,Hagrid,688,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,7,0,lighter,689,TopNByAvgVectorGloveEmbeddings
gold-silver,0,2,2,3,1,expensive,690,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,5,1,dentist,691,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,4,1,emotion,692,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,1,3,1,pope,693,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,3,1,hop,694,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,1,0,4,1,cats,695,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,4,0,elderly,696,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,0,6,1,forest,697,TopNByAvgVectorGloveEmbeddings
olive-real,0,1,0,2,0,nonfiction,698,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,3,1,emotion,699,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,0,3,0,verb,700,TopNByAvgVectorGloveEmbeddings
stern-wind,0,1,1,3,0,tornados,701,TopNByAvgVectorGloveEmbeddings
trauma-weird,0,1,1,4,0,scarring,702,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,2,2,0,0,walk,703,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,3,0,desert,704,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,3,0,affirmation,705,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,0,3,1,deformity,706,TopNByAvgVectorGloveEmbeddings
boot-crust,1,0,1,2,0,thickness,707,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,0,circular,708,TopNByAvgVectorGloveEmbeddings
cave-knight,0,0,0,2,1,dark,709,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,0,3,0,nature,710,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,2,0,star,711,TopNByAvgVectorGloveEmbeddings
gold-silver,0,1,1,1,1,treasure,712,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,4,1,mouth,713,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,3,1,righteousness,714,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,3,1,hop,715,TopNByAvgVectorGloveEmbeddings
lion-tiger,2,0,1,1,1,zoo,716,TopNByAvgVectorGloveEmbeddings
oak-tree,0,0,0,4,1,trunk,717,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,3,1,feelings,718,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,0,1,0,action,719,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,1,2,0,boat,720,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,1,1,0,journey,721,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,wild,722,TopNByAvgVectorGloveEmbeddings
bet-dream,0,1,1,0,0,lotteries,723,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,0,2,0,delivery,724,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,1,1,0,0,cereal,725,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,0,1,0,Camelot,726,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,1,1,0,youthful,727,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,0,mining,728,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,dental,729,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,2,0,miracle,730,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,frog,731,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,0,0,2,1,felines,732,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,0,1,1,log,733,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,3,1,unhappy,734,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,1,1,0,front,735,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,2,0,sparks,736,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,3,0,walking,737,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,1,1,0,troops,738,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,(on the) ground,739,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,1,1,0,hypothetical,740,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,0,2,1,human,741,TopNByAvgVectorGloveEmbeddings
bone-garage,0,1,0,1,0,skeleton,742,TopNByAvgVectorGloveEmbeddings
boot-crust,0,1,0,1,0,shoe,743,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,1,1,1,circular,744,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,delicate,745,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,0,2,1,wax,746,TopNByAvgVectorGloveEmbeddings
cave-knight,0,0,0,2,1,adventurous,747,TopNByAvgVectorGloveEmbeddings
chair-table,0,0,0,2,1,dining-room,748,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,0,1,1,0,Jesus,749,TopNByAvgVectorGloveEmbeddings
east-short,0,1,0,1,0,west,750,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,1,1,0,nature,751,TopNByAvgVectorGloveEmbeddings
giant-subtle,1,0,1,0,0,understated,752,TopNByAvgVectorGloveEmbeddings
glow-quick,1,1,0,0,0,bright,753,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,1,expensive metals,754,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,inside your mouth,755,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotion,756,TopNByAvgVectorGloveEmbeddings
holy-kind,0,1,0,1,0,good,757,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,bounce,758,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,1,1,0,1,cats,759,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,0,geology,760,TopNByAvgVectorGloveEmbeddings
oak-tree,0,0,0,2,0,arbor,761,TopNByAvgVectorGloveEmbeddings
olive-real,0,0,0,2,0,reality,762,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,2,1,bad connotation,763,TopNByAvgVectorGloveEmbeddings
sit-stand,0,0,1,1,1,position,764,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,0,3,1,powerful,765,TopNByAvgVectorGloveEmbeddings
trauma-weird,0,0,0,2,0,funky,766,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,0,circular,767,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,0,1,0,dragon,768,TopNByAvgVectorGloveEmbeddings
glow-quick,0,1,1,0,0,firefly,769,TopNByAvgVectorGloveEmbeddings
gold-silver,0,1,0,1,1,ore,770,TopNByAvgVectorGloveEmbeddings
oak-tree,2,0,0,0,1,wood,771,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,3,0,transport,772,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,2,1,assembly,773,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,4,0,hike,774,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,2,0,deal,775,TopNByAvgVectorGloveEmbeddings
birth-hand,1,1,2,1,0,OBGYN,776,TopNByAvgVectorGloveEmbeddings
boot-crust,0,1,0,1,0,shoe,777,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,1,1,0,0,round,778,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,3,0,trapped,779,TopNByAvgVectorGloveEmbeddings
cave-knight,2,0,0,0,1,medieval,780,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,2,0,small,781,TopNByAvgVectorGloveEmbeddings
elm-rock,0,1,1,2,0,nature,782,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,1,1,0,0,beanstalk,783,TopNByAvgVectorGloveEmbeddings
glow-quick,1,0,1,0,0,fireworks,784,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,1,jewelry,785,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,floss,786,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotions,787,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,2,1,minister,788,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,0,gymnastics,789,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,1,1,0,1,cat,790,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,1,generations,791,TopNByAvgVectorGloveEmbeddings
oak-tree,0,0,0,2,0,species,792,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,2,0,argument,793,TopNByAvgVectorGloveEmbeddings
sit-stand,0,0,0,3,0,opposite,794,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,0,2,1,breeze,795,TopNByAvgVectorGloveEmbeddings
ankle-travel,1,1,0,0,1,afoot,796,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,4,1,marching,797,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,1,toxic,798,TopNByAvgVectorGloveEmbeddings
bet-dream,0,1,1,1,0,casino,799,TopNByAvgVectorGloveEmbeddings
birth-hand,0,1,0,1,0,human,800,TopNByAvgVectorGloveEmbeddings
bone-garage,0,0,0,3,1,interior,801,TopNByAvgVectorGloveEmbeddings
boot-crust,0,0,0,2,0,farm,802,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,3,1,breakfast,803,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,1,gallery,804,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,0,2,1,wax,805,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,1,4,0,shining,806,TopNByAvgVectorGloveEmbeddings
chair-table,0,0,0,2,1,kitchen,807,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,0,0,3,0,ritual,808,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,2,1,location,809,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,0,3,1,terrain,810,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,0,0,3,0,oxymoron,811,TopNByAvgVectorGloveEmbeddings
glow-quick,0,1,1,3,0,Lamborghini,812,TopNByAvgVectorGloveEmbeddings
gold-silver,0,1,1,2,1,wealth,813,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,toothbrush,814,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotion,815,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,3,1,Jesus,816,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,trampoline,817,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,1,1,0,1,cat,818,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,1,generation,819,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,0,2,1,Minecraft,820,TopNByAvgVectorGloveEmbeddings
olive-real,0,0,0,4,0,cuisine,821,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,2,0,bully,822,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,0,2,1,chair,823,TopNByAvgVectorGloveEmbeddings
stern-wind,0,1,1,1,1,sailboat,824,TopNByAvgVectorGloveEmbeddings
trauma-weird,0,0,0,2,1,surreal,825,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,0,walking,826,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,2,1,marching,827,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,gang,828,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,2,0,hypothetical,829,TopNByAvgVectorGloveEmbeddings
birth-hand,0,1,0,1,0,baby,830,TopNByAvgVectorGloveEmbeddings
bone-garage,0,1,0,1,0,skeleton,831,TopNByAvgVectorGloveEmbeddings
boot-crust,0,0,0,2,0,foot,832,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,0,round,833,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,container,834,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,1,1,1,wax,835,TopNByAvgVectorGloveEmbeddings
cave-knight,0,0,0,2,0,tale,836,TopNByAvgVectorGloveEmbeddings
chair-table,0,1,1,0,1,furniture,837,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,1,1,0,0,piano,838,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,2,1,direction,839,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,0,2,0,nature,840,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,0,0,2,0,unexpected,841,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,2,0,descriptors,842,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,1,elements,843,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,mouth,844,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotions,845,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,2,0,spiritual,846,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,frog,847,TopNByAvgVectorGloveEmbeddings
lion-tiger,1,1,0,0,1,cat,848,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,1,time,849,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,0,1,1,wood,850,TopNByAvgVectorGloveEmbeddings
olive-real,0,1,1,0,1,organic,851,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,2,1,negative,852,TopNByAvgVectorGloveEmbeddings
sit-stand,0,0,0,2,1,actions,853,TopNByAvgVectorGloveEmbeddings
stern-wind,0,1,1,0,0,boat,854,TopNByAvgVectorGloveEmbeddings
trauma-weird,0,0,0,2,0,unexpected,855,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,0,boots,856,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,1,1,0,venom,857,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,1,1,0,gamble,858,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,0,2,0,baby,859,TopNByAvgVectorGloveEmbeddings
boot-crust,0,0,0,2,0,shoeshine,860,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,1,round,861,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,enclosure,862,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,1,1,0,dark,863,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,0,2,0,nature,864,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,2,1,firefly,865,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,1,jewels,866,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,dentist,867,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,2,1,Jesus,868,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,vertical,869,TopNByAvgVectorGloveEmbeddings
lion-tiger,1,1,0,0,1,cat,870,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,0,aging,871,TopNByAvgVectorGloveEmbeddings
oak-tree,0,0,0,2,0,typology,872,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,2,1,apologize (you'redoinggreatbtw),873,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,1,0,1,get-up,874,TopNByAvgVectorGloveEmbeddings
stern-wind,1,1,0,0,0,ship,875,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,0,basketball,876,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,2,0,military,877,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,grey,878,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,1,1,0,lottery,879,TopNByAvgVectorGloveEmbeddings
birth-hand,0,1,0,1,0,baby,880,TopNByAvgVectorGloveEmbeddings
bone-garage,0,0,1,1,0,marrow,881,TopNByAvgVectorGloveEmbeddings
boot-crust,0,1,0,1,0,shoe,882,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,0,round,883,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,tank,884,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,0,3,0,aroma,885,TopNByAvgVectorGloveEmbeddings
cave-knight,0,0,1,1,1,silver,886,TopNByAvgVectorGloveEmbeddings
chair-table,0,1,1,1,1,dining,887,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,1,0,5,0,church,888,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,3,0,Illinois,889,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,0,3,0,woods,890,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,0,1,1,0,gentle,891,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,2,0,flicker,892,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,3,1,ores,893,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,0,gingivitis,894,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotions,895,TopNByAvgVectorGloveEmbeddings
holy-kind,0,1,1,1,1,Christian,896,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,hop,897,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,0,0,3,0,parents,898,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,4,0,opposites,899,TopNByAvgVectorGloveEmbeddings
oak-tree,0,0,0,3,0,chop,900,TopNByAvgVectorGloveEmbeddings
olive-real,0,0,1,2,1,fresh,901,TopNByAvgVectorGloveEmbeddings
regret-rude,0,1,0,1,1,apologize,902,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,1,0,0,chair,903,TopNByAvgVectorGloveEmbeddings
stern-wind,0,1,0,1,0,blizzard,904,TopNByAvgVectorGloveEmbeddings
trauma-weird,0,1,1,0,0,strange,905,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,0,afoot,906,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,5,1,marching,907,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,1,5,0,slither,908,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,3,0,foresee,909,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,0,2,0,OBGYN,910,TopNByAvgVectorGloveEmbeddings
bone-garage,1,0,1,1,0,car,911,TopNByAvgVectorGloveEmbeddings
boot-crust,0,1,1,0,0,pizza,912,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,5,0,star,913,TopNByAvgVectorGloveEmbeddings
cage-glass,0,1,1,2,0,zoo,914,TopNByAvgVectorGloveEmbeddings
candle-wick,0,1,1,1,1,wax,915,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,0,1,1,dark,916,TopNByAvgVectorGloveEmbeddings
chair-table,0,1,0,1,1,dinner,917,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,1,1,2,0,prayer,918,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,4,0,Asian,919,TopNByAvgVectorGloveEmbeddings
elm-rock,0,2,1,1,0,music,920,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,1,0,1,0,hint,921,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,6,0,candle,922,TopNByAvgVectorGloveEmbeddings
gold-silver,0,1,0,2,1,coins,923,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,dentist,924,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotion,925,TopNByAvgVectorGloveEmbeddings
holy-kind,0,1,1,1,1,Jesus,926,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,1,1,1,hop,927,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,1,0,1,1,feline,928,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,1,age,929,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,1,1,1,maple,930,TopNByAvgVectorGloveEmbeddings
olive-real,1,0,1,1,0,green,931,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,4,1,mean,932,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,0,2,0,squat,933,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,0,2,0,severe,934,TopNByAvgVectorGloveEmbeddings
trauma-weird,0,0,0,2,0,queasy,935,TopNByAvgVectorGloveEmbeddings
ankle-travel,1,0,1,0,0,walk,936,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,fire,937,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,1,1,0,desire,938,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,1,1,0,labor,939,TopNByAvgVectorGloveEmbeddings
boot-crust,1,0,1,0,1,dirty,940,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,1,round,941,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,container,942,TopNByAvgVectorGloveEmbeddings
cave-knight,0,1,0,1,0,medieval,943,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,3,0,distance,944,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,0,2,0,woods,945,TopNByAvgVectorGloveEmbeddings
glow-quick,0,1,1,0,0,lightning,946,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,1,1,0,elements,947,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,mouth,948,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,2,1,church,949,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,soar,950,TopNByAvgVectorGloveEmbeddings
lion-tiger,1,1,0,0,0,zoo,951,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,1,age,952,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,0,1,0,wood,953,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,2,1,grievances,954,TopNByAvgVectorGloveEmbeddings
sit-stand,0,1,1,0,1,position,955,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,0,2,0,harsh,956,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,1,sandals,957,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,2,0,loud,958,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,Voldemort,959,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,2,0,challenge,960,TopNByAvgVectorGloveEmbeddings
birth-hand,0,0,1,1,0,newborn,961,TopNByAvgVectorGloveEmbeddings
boot-crust,0,0,0,2,0,hiking,962,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,0,breakfast,963,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,0,birdfeeder,964,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,0,2,0,Yankee,965,TopNByAvgVectorGloveEmbeddings
cave-knight,0,0,0,3,0,dark,966,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,2,0,compass,967,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,1,1,0,forest,968,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,0,1,1,0,sizes,969,TopNByAvgVectorGloveEmbeddings
glow-quick,0,0,0,2,0,fireflies,970,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,1,jewelry,971,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,dentist,972,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotions,973,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,0,2,1,angels,974,TopNByAvgVectorGloveEmbeddings
jump-leap,0,0,0,2,1,hop,975,TopNByAvgVectorGloveEmbeddings
lion-tiger,0,0,0,2,1,roar,976,TopNByAvgVectorGloveEmbeddings
new-old,0,0,0,2,0,thrifting,977,TopNByAvgVectorGloveEmbeddings
oak-tree,0,1,1,0,1,wood,978,TopNByAvgVectorGloveEmbeddings
olive-real,0,0,0,2,0,martini,979,TopNByAvgVectorGloveEmbeddings
regret-rude,0,0,0,4,0,Karen's,980,TopNByAvgVectorGloveEmbeddings
sit-stand,0,0,0,2,0,antonyms,981,TopNByAvgVectorGloveEmbeddings
stern-wind,0,0,0,2,0,cold,982,TopNByAvgVectorGloveEmbeddings
ankle-travel,0,0,0,2,0,Melissa,983,TopNByAvgVectorGloveEmbeddings
army-drum,0,0,0,2,0,navy,984,TopNByAvgVectorGloveEmbeddings
ash-snake,0,0,0,2,0,venomous,985,TopNByAvgVectorGloveEmbeddings
bet-dream,0,0,0,2,0,casino,986,TopNByAvgVectorGloveEmbeddings
birth-hand,1,0,1,0,0,mother,987,TopNByAvgVectorGloveEmbeddings
bone-garage,0,1,1,0,0,rubbish,988,TopNByAvgVectorGloveEmbeddings
boot-crust,0,0,0,2,0,foot,989,TopNByAvgVectorGloveEmbeddings
bowl-sun,0,0,0,2,0,weed,990,TopNByAvgVectorGloveEmbeddings
cage-glass,0,0,0,2,1,exhibit,991,TopNByAvgVectorGloveEmbeddings
candle-wick,0,0,0,2,1,taper,992,TopNByAvgVectorGloveEmbeddings
cave-knight,1,0,1,0,0,home,993,TopNByAvgVectorGloveEmbeddings
chair-table,0,1,1,0,1,dining room,994,TopNByAvgVectorGloveEmbeddings
chapel-feet,0,0,1,1,0,religion,995,TopNByAvgVectorGloveEmbeddings
east-short,0,0,0,2,0,direction,996,TopNByAvgVectorGloveEmbeddings
elm-rock,0,0,1,1,0,geologists,997,TopNByAvgVectorGloveEmbeddings
giant-subtle,0,0,0,2,0,big,998,TopNByAvgVectorGloveEmbeddings
glow-quick,1,1,0,0,1,qg,999,TopNByAvgVectorGloveEmbeddings
gold-silver,0,0,0,2,0,earnings,1000,TopNByAvgVectorGloveEmbeddings
gums-teeth,0,0,0,2,1,gingivitis,1001,TopNByAvgVectorGloveEmbeddings
happy-sad,0,0,0,2,1,emotional,1002,TopNByAvgVectorGloveEmbeddings
holy-kind,0,0,1,1,1,church,1003,TopNByAvgVectorGloveEmbeddings
