wordpair_id,gameID,target1,target2,variable,value,Prediction_SWOW
elm-rock,463960-455649,elm,rock,clueOption3,forest,1
elm-rock,464103-465376,elm,rock,clueOption1,forest,1
elm-rock,464103-465376,elm,rock,clueOption2,nature,1
elm-rock,464103-465376,elm,rock,clueOption3,garden,1
elm-rock,464255-486078,elm,rock,clueOption1,tree,1
elm-rock,464255-486078,elm,rock,clueOption2,nature,1
elm-rock,464255-486078,elm,rock,clueOption3,metamorphic,2
elm-rock,464313-456825,elm,rock,clueOption1,hike,2
elm-rock,464313-456825,elm,rock,clueOption2,nature,1
elm-rock,464313-456825,elm,rock,clueOption3,genre,2
elm-rock,464439-476054,elm,rock,clueOption1,nature,1
elm-rock,464439-476054,elm,rock,clueOption2,moss,1
elm-rock,464439-476054,elm,rock,clueOption3,tree,1
elm-rock,465668-490018,elm,rock,clueOption1,natural,1
elm-rock,465668-490018,elm,rock,clueOption2,nature,1
elm-rock,465668-490018,elm,rock,clueOption3,outside,1
elm-rock,465668-490018,elm,rock,clueOption4,deciduous,2
elm-rock,465668-490018,elm,rock,clueOption5,stone,2
elm-rock,466145-475071,elm,rock,clueOption1,tree,1
elm-rock,466145-475071,elm,rock,clueOption2,stone,2
elm-rock,466145-475071,elm,rock,clueOption3,nature,1
elm-rock,466195-455551,elm,rock,clueOption1,hard,2
elm-rock,466195-455551,elm,rock,clueOption2,pebble,2
elm-rock,466195-455551,elm,rock,clueOption3,boulder,2
elm-rock,466195-455551,elm,rock,clueOption4,natural,1
elm-rock,466195-455551,elm,rock,clueOption5,water,2
elm-rock,466195-455551,elm,rock,clueOption6,green,1
elm-rock,466195-455551,elm,rock,clueOption7,tree,1
elm-rock,472844-473444,elm,rock,clueOption1,river,2
elm-rock,472844-473444,elm,rock,clueOption2,leaf,1
elm-rock,472844-473444,elm,rock,clueOption3,worm,2
elm-rock,472848-466189,elm,rock,clueOption1,forest,1
elm-rock,472848-466189,elm,rock,clueOption2,natural,1
elm-rock,472848-466189,elm,rock,clueOption3,hard,2
elm-rock,473115-463794,elm,rock,clueOption1,nature,1
elm-rock,473115-463794,elm,rock,clueOption2,tree,1
elm-rock,473115-463794,elm,rock,clueOption3,mountain,2
elm-rock,473115-463794,elm,rock,clueOption4,gem,2
elm-rock,473115-463794,elm,rock,clueOption5,pebble,2
elm-rock,473115-463794,elm,rock,clueOption6,boulder,2
elm-rock,473130-490559,elm,rock,clueOption1,nature,1
elm-rock,473130-490559,elm,rock,clueOption2,outdoors,1
elm-rock,473130-490559,elm,rock,clueOption3,plant,1
elm-rock,473130-490559,elm,rock,clueOption4,science,2
elm-rock,473468-490173,elm,rock,clueOption1,nature,1
elm-rock,473468-490173,elm,rock,clueOption2,hike,2
elm-rock,473468-490173,elm,rock,clueOption3,tree,1
elm-rock,473706-458155,elm,rock,clueOption1,nature,1
elm-rock,473706-458155,elm,rock,clueOption2,bark,1
elm-rock,473706-458155,elm,rock,clueOption3,hard,2
elm-rock,473706-458155,elm,rock,clueOption4,roll,2
elm-rock,473706-458155,elm,rock,clueOption5,plant,1
elm-rock,473736-473763,elm,rock,clueOption1,nature,1
elm-rock,473736-473763,elm,rock,clueOption2,nightmare,1
elm-rock,473736-473763,elm,rock,clueOption3,terrain,2
elm-rock,473736-473763,elm,rock,clueOption4,mountain,2
elm-rock,473749-473360,elm,rock,clueOption1,nature,1
elm-rock,473749-473360,elm,rock,clueOption2,natural,1
elm-rock,473749-473360,elm,rock,clueOption3,park,1
elm-rock,474297-455411,elm,rock,clueOption1,nature,1
elm-rock,474297-455411,elm,rock,clueOption2,walk,2
elm-rock,474297-455411,elm,rock,clueOption3,element,2
elm-rock,474298-475599,elm,rock,clueOption1,woods,1
elm-rock,474298-475599,elm,rock,clueOption2,forest,1
elm-rock,474298-475599,elm,rock,clueOption3,nature,1
elm-rock,474298-475599,elm,rock,clueOption4,wood,1
elm-rock,475267-490546,elm,rock,clueOption1,tree,1
elm-rock,475267-490546,elm,rock,clueOption2,music,2
elm-rock,475267-490546,elm,rock,clueOption3,wood,1
elm-rock,475267-490546,elm,rock,clueOption4,stone,2
elm-rock,475267-490546,elm,rock,clueOption5,nature,1
elm-rock,475561-473741,elm,rock,clueOption1,woods,1
elm-rock,475561-473741,elm,rock,clueOption2,nature,1
elm-rock,475561-473741,elm,rock,clueOption3,substance,2
elm-rock,475635-488152,elm,rock,clueOption1,nature,1
elm-rock,475635-488152,elm,rock,clueOption2,forest,1
elm-rock,475635-488152,elm,rock,clueOption3,tree,1
elm-rock,475843-472942,elm,rock,clueOption1,geology,2
elm-rock,475843-472942,elm,rock,clueOption2,outdoors,1
elm-rock,475843-472942,elm,rock,clueOption3,tree,1
elm-rock,485894-457849,elm,rock,clueOption1,tree,1
elm-rock,485894-457849,elm,rock,clueOption2,trunk,1
elm-rock,485894-457849,elm,rock,clueOption3,dirt,2
elm-rock,485894-457849,elm,rock,clueOption4,plant,1
elm-rock,485894-457849,elm,rock,clueOption5,nature,1
elm-rock,486041-457632,elm,rock,clueOption1,nature,1
elm-rock,486041-457632,elm,rock,clueOption2,ground,2
elm-rock,486041-457632,elm,rock,clueOption3,forest,1
elm-rock,486041-457632,elm,rock,clueOption4,rough,2
elm-rock,486051-473300,elm,rock,clueOption1,forest,1
elm-rock,486051-473300,elm,rock,clueOption2,nature,1
elm-rock,486051-473300,elm,rock,clueOption3,hard,2
elm-rock,486052-490835,elm,rock,clueOption1,nature,1
elm-rock,486052-490835,elm,rock,clueOption2,stone,2
elm-rock,486052-490835,elm,rock,clueOption3,wood,1
elm-rock,486112-490466,elm,rock,clueOption1,stone,2
elm-rock,486112-490466,elm,rock,clueOption2,gems,2
elm-rock,486112-490466,elm,rock,clueOption3,mine,2
elm-rock,486514-466626,elm,rock,clueOption1,nature,1
elm-rock,486514-466626,elm,rock,clueOption2,forest,1
elm-rock,486514-466626,elm,rock,clueOption3,hard,2
elm-rock,487409-487333,elm,rock,clueOption1,tree,1
elm-rock,487409-487333,elm,rock,clueOption2,stone,2
elm-rock,487409-487333,elm,rock,clueOption3,nature,1
elm-rock,487468-490008,elm,rock,clueOption1,emerald,2
elm-rock,487468-490008,elm,rock,clueOption2,zelda,2
elm-rock,487468-490008,elm,rock,clueOption3,nature,1
elm-rock,488171-466122,elm,rock,clueOption1,hard,2
elm-rock,488171-466122,elm,rock,clueOption2,fruit,1
elm-rock,488171-466122,elm,rock,clueOption3,nature,1
elm-rock,488171-466122,elm,rock,clueOption4,tree,1
elm-rock,490556-458799,elm,rock,clueOption1,nature,1
elm-rock,490556-458799,elm,rock,clueOption2,forest,1
elm-rock,490556-458799,elm,rock,clueOption3,nook,2
elm-rock,490556-458799,elm,rock,clueOption4,cliff,2
elm-rock,490556-458799,elm,rock,clueOption5,hike,2
elm-rock,490556-458799,elm,rock,clueOption6,trail,2
elm-rock,490576-485731,elm,rock,clueOption1,mountain,2
elm-rock,490576-485731,elm,rock,clueOption2,tree,1
elm-rock,490576-485731,elm,rock,clueOption3,roots,1
elm-rock,490603-458355,elm,rock,clueOption1,forest,1
elm-rock,490603-458355,elm,rock,clueOption2,tree,1
elm-rock,490603-458355,elm,rock,clueOption3,outdoors,1
elm-rock,490624-466707,elm,rock,clueOption1,stones,2
elm-rock,490624-466707,elm,rock,clueOption2,hard,2
elm-rock,490624-466707,elm,rock,clueOption3,green,1
elm-rock,491095-486542,elm,rock,clueOption1,nature,1
elm-rock,491095-486542,elm,rock,clueOption2,tree,1
elm-rock,491095-486542,elm,rock,clueOption3,roots,1
giant-subtle,455383-451866,giant,subtle,clueOption1,big,1
giant-subtle,455383-451866,giant,subtle,clueOption2,microaggression,2
giant-subtle,455383-451866,giant,subtle,clueOption3,statues,2
giant-subtle,455606-490832,giant,subtle,clueOption1,gentle,2
giant-subtle,455606-490832,giant,subtle,clueOption2,large,1
giant-subtle,455606-490832,giant,subtle,clueOption3,opposites,2
giant-subtle,455664-456812,giant,subtle,clueOption1,tall,1
giant-subtle,455664-456812,giant,subtle,clueOption2,meek,2
giant-subtle,455664-456812,giant,subtle,clueOption3,gentle,2
giant-subtle,457037-457239,giant,subtle,clueOption1,bfg,2
giant-subtle,457037-457239,giant,subtle,clueOption2,kareem,2
giant-subtle,457037-457239,giant,subtle,clueOption3,shaq,2
giant-subtle,457425-475416,giant,subtle,clueOption1,huge,1
giant-subtle,457425-475416,giant,subtle,clueOption2,noticeable,2
giant-subtle,457425-475416,giant,subtle,clueOption3,strength,1
giant-subtle,457520-487881,giant,subtle,clueOption1,opposite,2
giant-subtle,457520-487881,giant,subtle,clueOption2,size,1
giant-subtle,457520-487881,giant,subtle,clueOption3,dissimilar,2
giant-subtle,457564-463955,giant,subtle,clueOption1,opposites,2
giant-subtle,457564-463955,giant,subtle,clueOption2,ironic,2
giant-subtle,457564-463955,giant,subtle,clueOption3,huge,1
giant-subtle,458120-464965,giant,subtle,clueOption1,stalk,2
giant-subtle,458120-464965,giant,subtle,clueOption2,size,1
giant-subtle,458120-464965,giant,subtle,clueOption3,step,1
giant-subtle,458387-458129,giant,subtle,clueOption1,severity,1
giant-subtle,458387-458129,giant,subtle,clueOption2,extremes,2
giant-subtle,458387-458129,giant,subtle,clueOption3,size,1
giant-subtle,463818-486590,giant,subtle,clueOption1,not,2
giant-subtle,463818-486590,giant,subtle,clueOption2,opposites,2
giant-subtle,463818-486590,giant,subtle,clueOption3,beanstalk,1
giant-subtle,463890-465862,giant,subtle,clueOption1,gentle,2
giant-subtle,463890-465862,giant,subtle,clueOption2,adjective,2
giant-subtle,463890-465862,giant,subtle,clueOption3,tree,1
giant-subtle,463946-472824,giant,subtle,clueOption1,extremes,2
giant-subtle,463946-472824,giant,subtle,clueOption2,hidden,2
giant-subtle,463946-472824,giant,subtle,clueOption3,stomp,1
giant-subtle,463960-455649,giant,subtle,clueOption1,nimble,2
giant-subtle,463960-455649,giant,subtle,clueOption2,noise,1
giant-subtle,463960-455649,giant,subtle,clueOption3,large,1
giant-subtle,463960-455649,giant,subtle,clueOption4,elephant,1
giant-subtle,464103-465376,giant,subtle,clueOption1,gentle,2
giant-subtle,464103-465376,giant,subtle,clueOption2,hiding,2
giant-subtle,464103-465376,giant,subtle,clueOption3,beanstalk,1
giant-subtle,464255-486078,giant,subtle,clueOption1,elusive,2
giant-subtle,464255-486078,giant,subtle,clueOption2,big,1
giant-subtle,464255-486078,giant,subtle,clueOption3,large,1
giant-subtle,464439-476054,giant,subtle,clueOption1,bfg,2
giant-subtle,464439-476054,giant,subtle,clueOption2,hint,2
giant-subtle,464439-476054,giant,subtle,clueOption3,la croix,2
giant-subtle,465668-490018,giant,subtle,clueOption1,slight,2
giant-subtle,465668-490018,giant,subtle,clueOption2,huge,1
giant-subtle,465668-490018,giant,subtle,clueOption3,gentle,2
giant-subtle,466145-475071,giant,subtle,clueOption1,lowkey,2
giant-subtle,466145-475071,giant,subtle,clueOption2,huge,1
giant-subtle,466145-475071,giant,subtle,clueOption3,opposites,2
giant-subtle,466195-455551,giant,subtle,clueOption1,opposites,2
giant-subtle,466195-455551,giant,subtle,clueOption2,large,1
giant-subtle,466195-455551,giant,subtle,clueOption3,un-noticeable,2
giant-subtle,472844-473444,giant,subtle,clueOption1,beanstalk,1
giant-subtle,472844-473444,giant,subtle,clueOption2,small,1
giant-subtle,472844-473444,giant,subtle,clueOption3,loud,1
giant-subtle,473115-463794,giant,subtle,clueOption1,hagrid,2
giant-subtle,473115-463794,giant,subtle,clueOption2,slight,2
giant-subtle,473115-463794,giant,subtle,clueOption3,large,1
giant-subtle,473115-463794,giant,subtle,clueOption4,thump,1
giant-subtle,473115-463794,giant,subtle,clueOption5,shy,2
giant-subtle,473468-490173,giant,subtle,clueOption1,understated,2
giant-subtle,473468-490173,giant,subtle,clueOption2,huge,1
giant-subtle,473468-490173,giant,subtle,clueOption3,enormous,1
giant-subtle,473706-458155,giant,subtle,clueOption1,beanstalk,1
giant-subtle,473706-458155,giant,subtle,clueOption2,huge,1
giant-subtle,473706-458155,giant,subtle,clueOption3,airplane,1
giant-subtle,473736-473763,giant,subtle,clueOption1,presence,1
giant-subtle,473736-473763,giant,subtle,clueOption2,large,1
giant-subtle,473736-473763,giant,subtle,clueOption3,demeanor,2
giant-subtle,473736-473763,giant,subtle,clueOption4,oxymoron,2
giant-subtle,473749-473360,giant,subtle,clueOption1,unexpected,2
giant-subtle,473749-473360,giant,subtle,clueOption2,size,1
giant-subtle,473749-473360,giant,subtle,clueOption3,measure,1
giant-subtle,474298-475599,giant,subtle,clueOption1,tall,1
giant-subtle,474298-475599,giant,subtle,clueOption2,soft,2
giant-subtle,474298-475599,giant,subtle,clueOption3,gentle,2
giant-subtle,475267-490546,giant,subtle,clueOption1,hint,2
giant-subtle,475267-490546,giant,subtle,clueOption2,camouflage,2
giant-subtle,475267-490546,giant,subtle,clueOption3,hagrid,2
giant-subtle,475635-488152,giant,subtle,clueOption1,sizes,1
giant-subtle,475635-488152,giant,subtle,clueOption2,opposites,2
giant-subtle,475635-488152,giant,subtle,clueOption3,gentle,2
giant-subtle,475843-472942,giant,subtle,clueOption1,big,1
giant-subtle,475843-472942,giant,subtle,clueOption2,gas,1
giant-subtle,475843-472942,giant,subtle,clueOption3,lowkey,2
giant-subtle,485894-457849,giant,subtle,clueOption1,lies,2
giant-subtle,485894-457849,giant,subtle,clueOption2,small,1
giant-subtle,485894-457849,giant,subtle,clueOption3,obvious,2
giant-subtle,486041-457632,giant,subtle,clueOption1,gentle,2
giant-subtle,486041-457632,giant,subtle,clueOption2,elephant,1
giant-subtle,486041-457632,giant,subtle,clueOption3,friendly,1
giant-subtle,486051-473300,giant,subtle,clueOption1,gentle,2
giant-subtle,486051-473300,giant,subtle,clueOption2,bfg,2
giant-subtle,486051-473300,giant,subtle,clueOption3,lowkey,2
giant-subtle,486052-490835,giant,subtle,clueOption1,large,1
giant-subtle,486052-490835,giant,subtle,clueOption2,huge,1
giant-subtle,486052-490835,giant,subtle,clueOption3,discrete,2
giant-subtle,486112-490466,giant,subtle,clueOption1,huge,1
giant-subtle,486112-490466,giant,subtle,clueOption2,big,1
giant-subtle,486112-490466,giant,subtle,clueOption3,gigantic,1
giant-subtle,486514-466626,giant,subtle,clueOption1,obvious,2
giant-subtle,486514-466626,giant,subtle,clueOption2,clue,2
giant-subtle,486514-466626,giant,subtle,clueOption3,hint,2
giant-subtle,487409-487333,giant,subtle,clueOption1,lowkey,2
giant-subtle,487409-487333,giant,subtle,clueOption2,big,1
giant-subtle,487409-487333,giant,subtle,clueOption3,stuff,1
giant-subtle,487468-490008,giant,subtle,clueOption1,green beans,2
giant-subtle,487468-490008,giant,subtle,clueOption2,opposites,2
giant-subtle,487468-490008,giant,subtle,clueOption3,oxymoron,2
giant-subtle,488171-466122,giant,subtle,clueOption1,huge,1
giant-subtle,488171-466122,giant,subtle,clueOption2,careful,2
giant-subtle,488171-466122,giant,subtle,clueOption3,under,2
giant-subtle,490556-458799,giant,subtle,clueOption1,impossible,1
giant-subtle,490556-458799,giant,subtle,clueOption2,opposite,2
giant-subtle,490556-458799,giant,subtle,clueOption3,entrance,1
giant-subtle,490556-458799,giant,subtle,clueOption4,gesture,2
giant-subtle,490556-458799,giant,subtle,clueOption5,gentle,2
giant-subtle,490576-485731,giant,subtle,clueOption1,antonyms,2
giant-subtle,490576-485731,giant,subtle,clueOption2,size,1
giant-subtle,490576-485731,giant,subtle,clueOption3,opposite,2
giant-subtle,490624-466707,giant,subtle,clueOption1,big,1
giant-subtle,490624-466707,giant,subtle,clueOption2,sound,2
giant-subtle,490624-466707,giant,subtle,clueOption3,boom,1
giant-subtle,491095-486542,giant,subtle,clueOption1,goliath,2
giant-subtle,491095-486542,giant,subtle,clueOption2,quiet,2
giant-subtle,491095-486542,giant,subtle,clueOption3,cloud,1
glow-quick,454955-472987,glow,quick,clueOption1,candle,1
glow-quick,454955-472987,glow,quick,clueOption2,firefly,1
glow-quick,454955-472987,glow,quick,clueOption3,stick,2
glow-quick,455383-451866,glow,quick,clueOption1,light,1
glow-quick,455383-451866,glow,quick,clueOption2,speed,2
glow-quick,455383-451866,glow,quick,clueOption3,fast,2
glow-quick,455606-490832,glow,quick,clueOption1,makeup,1
glow-quick,455606-490832,glow,quick,clueOption2,easy,2
glow-quick,455606-490832,glow,quick,clueOption3,highlight,1
glow-quick,455664-456812,glow,quick,clueOption1,fast,2
glow-quick,455664-456812,glow,quick,clueOption2,shine,1
glow-quick,455664-456812,glow,quick,clueOption3,bright,1
glow-quick,457037-457239,glow,quick,clueOption1,puberty,1
glow-quick,457037-457239,glow,quick,clueOption2,sunrise,1
glow-quick,457037-457239,glow,quick,clueOption3,sunset,1
glow-quick,457425-475416,glow,quick,clueOption1,light,1
glow-quick,457425-475416,glow,quick,clueOption2,speed,2
glow-quick,457425-475416,glow,quick,clueOption3,illuminate,1
glow-quick,457520-487881,glow,quick,clueOption1,fast,2
glow-quick,457520-487881,glow,quick,clueOption2,bright,1
glow-quick,457520-487881,glow,quick,clueOption3,light,1
glow-quick,457564-463955,glow,quick,clueOption1,light,1
glow-quick,457564-463955,glow,quick,clueOption2,lightning,1
glow-quick,457564-463955,glow,quick,clueOption3,spark,1
glow-quick,458120-464965,glow,quick,clueOption1,fire,1
glow-quick,458120-464965,glow,quick,clueOption2,flicker,1
glow-quick,458120-464965,glow,quick,clueOption3,shooting star,2
glow-quick,458387-458129,glow,quick,clueOption1,overwhelming,2
glow-quick,458387-458129,glow,quick,clueOption2,rapid,2
glow-quick,458387-458129,glow,quick,clueOption3,light,1
glow-quick,463818-486590,glow,quick,clueOption1,match,1
glow-quick,463818-486590,glow,quick,clueOption2,lighter,1
glow-quick,463818-486590,glow,quick,clueOption3,fire,1
glow-quick,463852-487338,glow,quick,clueOption1,speed,2
glow-quick,463852-487338,glow,quick,clueOption2,flash,1
glow-quick,463852-487338,glow,quick,clueOption3,spark,1
glow-quick,463890-465862,glow,quick,clueOption1,light,1
glow-quick,463890-465862,glow,quick,clueOption2,stick,2
glow-quick,463890-465862,glow,quick,clueOption3,neon,1
glow-quick,463890-465862,glow,quick,clueOption4,firework,1
glow-quick,463946-472824,glow,quick,clueOption1,flame,1
glow-quick,463946-472824,glow,quick,clueOption2,stick,2
glow-quick,463946-472824,glow,quick,clueOption3,firework,1
glow-quick,463946-472824,glow,quick,clueOption4,light,1
glow-quick,463960-455649,glow,quick,clueOption1,flash,1
glow-quick,463960-455649,glow,quick,clueOption2,bright,1
glow-quick,463960-455649,glow,quick,clueOption3,lightning,1
glow-quick,464103-465376,glow,quick,clueOption1,firefly,1
glow-quick,464103-465376,glow,quick,clueOption2,siren,1
glow-quick,464103-465376,glow,quick,clueOption3,alarm,2
glow-quick,464103-465376,glow,quick,clueOption4,reaction,2
glow-quick,464255-486078,glow,quick,clueOption1,flash,1
glow-quick,464255-486078,glow,quick,clueOption2,flicker,1
glow-quick,464255-486078,glow,quick,clueOption3,flint,1
glow-quick,464313-456825,glow,quick,clueOption1,flash,1
glow-quick,464313-456825,glow,quick,clueOption2,blinking,2
glow-quick,464313-456825,glow,quick,clueOption3,strobe,2
glow-quick,464439-476054,glow,quick,clueOption1,lighter,1
glow-quick,464439-476054,glow,quick,clueOption2,sunny,1
glow-quick,464439-476054,glow,quick,clueOption3,flash,1
glow-quick,464439-476054,glow,quick,clueOption4,lightning,1
glow-quick,465668-490018,glow,quick,clueOption1,light,1
glow-quick,465668-490018,glow,quick,clueOption2,flash,1
glow-quick,465668-490018,glow,quick,clueOption3,star,1
glow-quick,465668-490018,glow,quick,clueOption4,speed,2
glow-quick,466145-475071,glow,quick,clueOption1,fast,2
glow-quick,466145-475071,glow,quick,clueOption2,shine,1
glow-quick,466145-475071,glow,quick,clueOption3,stick,2
glow-quick,466195-455551,glow,quick,clueOption1,flash,1
glow-quick,466195-455551,glow,quick,clueOption2,speedy,2
glow-quick,466195-455551,glow,quick,clueOption3,bright,1
glow-quick,466351-465700,glow,quick,clueOption1,flash,1
glow-quick,466351-465700,glow,quick,clueOption2,burn,1
glow-quick,466351-465700,glow,quick,clueOption3,light,1
glow-quick,472844-473444,glow,quick,clueOption1,fireworks,1
glow-quick,472844-473444,glow,quick,clueOption2,laser,1
glow-quick,472844-473444,glow,quick,clueOption3,lighter,1
glow-quick,472844-473444,glow,quick,clueOption4,comet,1
glow-quick,472848-466189,glow,quick,clueOption1,lightning bug,2
glow-quick,472848-466189,glow,quick,clueOption2,lightning,1
glow-quick,472848-466189,glow,quick,clueOption3,bug,1
glow-quick,473115-463794,glow,quick,clueOption1,flashlight,1
glow-quick,473115-463794,glow,quick,clueOption2,lighter,1
glow-quick,473115-463794,glow,quick,clueOption3,halloween,2
glow-quick,473115-463794,glow,quick,clueOption4,embers,2
glow-quick,473115-463794,glow,quick,clueOption5,dawn,1
glow-quick,473115-463794,glow,quick,clueOption6,sunset,1
glow-quick,473115-463794,glow,quick,clueOption7,sunrise,1
glow-quick,473115-463794,glow,quick,clueOption8,torch,1
glow-quick,473130-490559,glow,quick,clueOption1,asteroid,1
glow-quick,473130-490559,glow,quick,clueOption2,meteor,1
glow-quick,473130-490559,glow,quick,clueOption3,star,1
glow-quick,473184-487224,glow,quick,clueOption1,shiny,1
glow-quick,473184-487224,glow,quick,clueOption2,natural,2
glow-quick,473184-487224,glow,quick,clueOption3,fast,2
glow-quick,473465-486010,glow,quick,clueOption1,sparkler,2
glow-quick,473465-486010,glow,quick,clueOption2,firework,1
glow-quick,473465-486010,glow,quick,clueOption3,sparks,1
glow-quick,473468-490173,glow,quick,clueOption1,bright,1
glow-quick,473468-490173,glow,quick,clueOption2,fast,2
glow-quick,473468-490173,glow,quick,clueOption3,short word,2
glow-quick,473645-477476,glow,quick,clueOption1,flash,1
glow-quick,473645-477476,glow,quick,clueOption2,firefly,1
glow-quick,473645-477476,glow,quick,clueOption3,light,1
glow-quick,473706-458155,glow,quick,clueOption1,firework,1
glow-quick,473706-458155,glow,quick,clueOption2,bright,1
glow-quick,473706-458155,glow,quick,clueOption3,stick,2
glow-quick,473736-473763,glow,quick,clueOption1,shine,1
glow-quick,473736-473763,glow,quick,clueOption2,fast,2
glow-quick,473736-473763,glow,quick,clueOption3,sparkle,1
glow-quick,473736-473763,glow,quick,clueOption4,neon,1
glow-quick,473736-473763,glow,quick,clueOption5,speed,2
glow-quick,473736-473763,glow,quick,clueOption6,car,2
glow-quick,473749-473360,glow,quick,clueOption1,adjectives,2
glow-quick,473749-473360,glow,quick,clueOption2,descriptors,2
glow-quick,473749-473360,glow,quick,clueOption3,sun,1
glow-quick,474297-455411,glow,quick,clueOption1,glowstick,2
glow-quick,474297-455411,glow,quick,clueOption2,firefly,1
glow-quick,474297-455411,glow,quick,clueOption3,bird,2
glow-quick,474298-475599,glow,quick,clueOption1,flicker,1
glow-quick,474298-475599,glow,quick,clueOption2,lighter,1
glow-quick,474298-475599,glow,quick,clueOption3,highlight,1
glow-quick,475267-490546,glow,quick,clueOption1,shine,1
glow-quick,475267-490546,glow,quick,clueOption2,glowstick,2
glow-quick,475267-490546,glow,quick,clueOption3,pride,1
glow-quick,475267-490546,glow,quick,clueOption4,champion,2
glow-quick,475267-490546,glow,quick,clueOption5,racer,2
glow-quick,475267-490546,glow,quick,clueOption6,candle,1
glow-quick,475267-490546,glow,quick,clueOption7,flicker,1
glow-quick,475561-473741,glow,quick,clueOption1,lightening,1
glow-quick,475561-473741,glow,quick,clueOption2,bright,1
glow-quick,475561-473741,glow,quick,clueOption3,stun,1
glow-quick,475635-488152,glow,quick,clueOption1,fireworks,1
glow-quick,475635-488152,glow,quick,clueOption2,fireflies,2
glow-quick,475635-488152,glow,quick,clueOption3,blaze,1
glow-quick,475843-472942,glow,quick,clueOption1,fast,2
glow-quick,475843-472942,glow,quick,clueOption2,bright,1
glow-quick,475843-472942,glow,quick,clueOption3,fire,1
glow-quick,475881-473301,glow,quick,clueOption1,light,1
glow-quick,475881-473301,glow,quick,clueOption2,enlighten,1
glow-quick,475881-473301,glow,quick,clueOption3,speedy,2
glow-quick,485894-457849,glow,quick,clueOption1,light,1
glow-quick,485894-457849,glow,quick,clueOption2,stick,2
glow-quick,485894-457849,glow,quick,clueOption3,chemiluminescence,2
glow-quick,485903-475628,glow,quick,clueOption1,highlight,1
glow-quick,485903-475628,glow,quick,clueOption2,efficient,2
glow-quick,485903-475628,glow,quick,clueOption3,looking,1
glow-quick,485903-475628,glow,quick,clueOption4,attention-seeking,2
glow-quick,486041-457632,glow,quick,clueOption1,match,1
glow-quick,486041-457632,glow,quick,clueOption2,flame,1
glow-quick,486041-457632,glow,quick,clueOption3,strobe,2
glow-quick,486041-457632,glow,quick,clueOption4,flash,1
glow-quick,486051-473300,glow,quick,clueOption1,spark,1
glow-quick,486051-473300,glow,quick,clueOption2,electric,1
glow-quick,486051-473300,glow,quick,clueOption3,reaction,2
glow-quick,486052-490835,glow,quick,clueOption1,bright,1
glow-quick,486052-490835,glow,quick,clueOption2,fast,2
glow-quick,486052-490835,glow,quick,clueOption3,stick,2
glow-quick,486112-490466,glow,quick,clueOption1,synonyms,2
glow-quick,486112-490466,glow,quick,clueOption2,fast,2
glow-quick,486112-490466,glow,quick,clueOption3,sprint,2
glow-quick,486112-490466,glow,quick,clueOption4,bright,1
glow-quick,486514-466626,glow,quick,clueOption1,firefly,1
glow-quick,486514-466626,glow,quick,clueOption2,electricity,1
glow-quick,486514-466626,glow,quick,clueOption3,lightning,1
glow-quick,487223-477222,glow,quick,clueOption1,flashlight,1
glow-quick,487223-477222,glow,quick,clueOption2,lightbulb,2
glow-quick,487223-477222,glow,quick,clueOption3,orb,1
glow-quick,487409-487333,glow,quick,clueOption1,fast,2
glow-quick,487409-487333,glow,quick,clueOption2,light,1
glow-quick,487409-487333,glow,quick,clueOption3,lamp,1
glow-quick,487468-490008,glow,quick,clueOption1,fast,2
glow-quick,487468-490008,glow,quick,clueOption2,moon,1
glow-quick,487468-490008,glow,quick,clueOption3,rave,1
glow-quick,488171-466122,glow,quick,clueOption1,light,1
glow-quick,488171-466122,glow,quick,clueOption2,fast,2
glow-quick,488171-466122,glow,quick,clueOption3,shine,1
glow-quick,488171-466122,glow,quick,clueOption4,speed,2
glow-quick,490556-458799,glow,quick,clueOption1,firecracker,1
glow-quick,490556-458799,glow,quick,clueOption2,firework,1
glow-quick,490556-458799,glow,quick,clueOption3,spark,1
glow-quick,490576-485731,glow,quick,clueOption1,meteor,1
glow-quick,490576-485731,glow,quick,clueOption2,lightning,1
glow-quick,490576-485731,glow,quick,clueOption3,star,1
glow-quick,490603-458355,glow,quick,clueOption1,lightning,1
glow-quick,490603-458355,glow,quick,clueOption2,alert,2
glow-quick,490603-458355,glow,quick,clueOption3,hazard,1
glow-quick,490624-466707,glow,quick,clueOption1,speed,2
glow-quick,490624-466707,glow,quick,clueOption2,darkness,1
glow-quick,490624-466707,glow,quick,clueOption3,angel,1
glow-quick,490624-466707,glow,quick,clueOption4,demon,1
glow-quick,491095-486542,glow,quick,clueOption1,jellyfish,1
glow-quick,491095-486542,glow,quick,clueOption2,fluorescent,1
glow-quick,491095-486542,glow,quick,clueOption3,eels,1
gold-silver,454955-472987,gold,silver,clueOption1,jewelry,1
gold-silver,454955-472987,gold,silver,clueOption2,metal,2
gold-silver,454955-472987,gold,silver,clueOption3,expensive,1
gold-silver,455383-451866,gold,silver,clueOption1,riches,1
gold-silver,455383-451866,gold,silver,clueOption2,metal,2
gold-silver,455383-451866,gold,silver,clueOption3,valuable,1
gold-silver,455606-490832,gold,silver,clueOption1,metal,2
gold-silver,455606-490832,gold,silver,clueOption2,elements,1
gold-silver,455606-490832,gold,silver,clueOption3,expensive,1
gold-silver,455664-456812,gold,silver,clueOption1,jewelry,1
