gameID,clueFinal,Acc,Level,wordpair_id,target1,target2,words_in_patch,patchsize
463818-486590,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
463852-487338,drive,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
463890-465862,Tennessee,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
463946-472824,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
463960-455649,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
464103-465376,south,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
464255-486078,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
464313-456825,directional,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
464439-476054,directions,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
465668-490018,navigation,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
466145-475071,travel,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
466195-455551,height,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
472844-473444,dimension,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
472848-466189,measure,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
473115-463794,compass,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
473468-490173,west,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
473706-458155,small,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
473736-473763,location,1,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
473749-473360,direction,1,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
474298-475599,Illinois,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
475267-490546,Asian,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
475561-473741,distance,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
475635-488152,compass,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
475843-472942,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
485894-457849,travel,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
486041-457632,length,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
486051-473300,coast,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
486052-490835,distance,1,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
486112-490466,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
486514-466626,sunrise,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
487409-487333,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
487468-490008,longitude,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
488171-466122,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
490556-458799,direction,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
490576-485731,arrow,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
490603-458355,small,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
490624-466707,directions,0,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
491095-486542,Asian,1,Hard,east-short,east,short,"small,directions,west,Delaware,direction,drive,Tennessee,south,directional,navigation,travel,measure,adjectives,Ohio,Asian,compass,length,coast,distance,arrow,coordinates",21
455383-451866,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
455606-490832,hard,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
455664-456812,stone,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
457037-457239,mountains,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
457425-475416,solid,1,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
457520-487881,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
457564-463955,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
458120-464965,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
458387-458129,earth,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
463818-486590,mineral,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
463852-487338,elk,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
463890-465862,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
463946-472824,garden,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
463960-455649,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
464103-465376,marsh,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
464255-486078,tree,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
464313-456825,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
464439-476054,moss,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
465668-490018,stone,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
466145-475071,tree,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
466195-455551,natural,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
472844-473444,leaf,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
472848-466189,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
473115-463794,tree,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
473130-490559,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
473468-490173,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
473706-458155,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
473736-473763,terrain,1,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
473749-473360,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
474297-455411,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
474298-475599,woods,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
475267-490546,music,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
475561-473741,woods,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
475635-488152,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
475843-472942,geologists,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
485894-457849,tree,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
486041-457632,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
486051-473300,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
486052-490835,nature,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
486112-490466,pebble,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
486514-466626,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
487409-487333,tree,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
487468-490008,emerald,1,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
488171-466122,hard,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
490556-458799,hike,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
490576-485731,mountain,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
490603-458355,forest,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
490624-466707,stones,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
491095-486542,roots,0,Medium,elm-rock,elm,rock,"earth,street,nature,solid,creek,forest,hard,mineral,west,tree,hike,natural,river,woods,geology,stone,emerald,mountain,stones",19
455383-451866,huge,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
455606-490832,gentle,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
455664-456812,lowkey,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
457037-457239,Kareem,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
457425-475416,noticeable,1,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
457520-487881,size,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
457564-463955,ironic,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
458120-464965,stalk,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
458387-458129,extremes,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
463818-486590,discreet,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
463890-465862,gentle,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
463946-472824,extremes,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
463960-455649,nimble,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
464103-465376,gentle,1,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
464255-486078,elusive,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
464439-476054,BFG,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
465668-490018,gentle,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
466145-475071,lowkey,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
466195-455551,unassuming,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
472844-473444,beanstalk,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
473115-463794,Hagrid,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
473468-490173,understated,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
473706-458155,beanstalk,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
473736-473763,oxymoron,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
473749-473360,unexpected,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
474298-475599,gentle,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
475267-490546,hint,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
475635-488152,sizes,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
475843-472942,big,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
485894-457849,lies,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
486041-457632,gentle,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
486051-473300,gentle,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
486052-490835,huge,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
486112-490466,massive,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
486514-466626,obvious,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
487409-487333,lowkey,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
487468-490008,oxymoron,1,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
488171-466122,huge,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
490556-458799,opposite,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
490576-485731,size,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
490624-466707,big,0,Hard,giant-subtle,giant,subtle,"big,gentle,tall,BFG,huge,opposite,opposites,stalk,severity,not,extremes,nimble,elusive,slight,lowkey,beanstalk,Hagrid,understated,presence,unexpected,hint,sizes,lies,large,obvious,green beans,impossible,antonyms,goliath",29
